index,id,name,description,group_id,group_description
3510,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Non patient-reported outcomes
3511,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,Patient-reported outcomes
3512,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.02,Non patient-reported outcomes
3513,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.01,Surgical site infection
3514,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Surgical site infection
3515,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,"Self-reported outcomes (pain, function, quality of life, adverse events)"
3516,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Assessor-reported outcomes (radiographic joint structure)
3517,QIT-08,Group similarity at baseline,Selection bias due to differences in demographic and clinical variables at baseline,-1,-1
3518,QIT-09,Sample size bias,Sample size bias due to small study sample,-1,-1
3519,QIT-08,Baseline Characteristics,"Low risk: If baseline characteristics of the study and control providers are reported and similarUnclear risk: If it not clear in the paper (e.g. characteristics are mentioned in text but no data were present)High risk: If there is no report of characteristics in text or tables or if there are differences between control and intervention providers. Note that in some cases imbalance in patient characteristics may be due to recruitment bias whereby the provider was responsible for recruiting patients into the trial.If some primary outcomes were imbalanced at baseline, assessed blindly or affected by missing data and others were not, each primary outcome can be scored separately. If ""Unclear risk"" or ""High risk"", but there is sufficient data in the paper to do an adjusted analysis (e.g. Baseline adjustment analysis or intention to treat analysis) the criteria should be rescored as ""Low risk"".",-1,-1
3520,QIT-10,Baseline outcome measurements similar,"Score âLow riskâ if performance or patient outcomes were measured prior to the intervention, and no important differences were present across study groups. In randomised trials, score âLow riskâ if imbalanced but appropriate adjusted analysis was performed (e.g. Analysis of covariance). Score âHigh riskâ if important differences were present and not adjusted for in analysis. If randomised trials have no baseline measure of outcome, score âUnclear riskâ.",QIG-10.01,Non-RCT
3521,QIT-11,Protection against contamination,"Score âLow riskâ if allocation was by community, institution or practice and it is unlikely that the control group received the intervention. Score âHigh riskâ if it is likely that the control group received the intervention (e.g. if patients rather than professionals were randomised). Score âUnclear riskâ if professionals were allocated within a clinic or practice and it is possible that communication between intervention and control professionals could have occurred (e.g. physicians within practices were allocated to intervention or control)",QIG-11.01,Non-RCTs
3522,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Subjective outcomes (all except discontinuation)
3523,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Objective outcome (discontinuation)
3524,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,Patient-reported ability to have intercourse
3525,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.02,Quality of life
3526,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.03,Treatment-related adverse effects
3527,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.04,Degree of penile curvature
3528,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.05,Discontinuation from treatment
3529,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.06,Subjective patient-reported change in penile curvature
3530,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.07,Improvement in penile pain
3531,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.03,Hospital admission & medical attention
3532,QIT-08,Method of ascertaining falls,-1,-1,-1
3533,QIT-09,Relating to cluster randomisation,-1,-1,-1
3534,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Objectively rated outcomes
3535,QIT-08,Size of study,Possible biases confounded by small size,-1,-1
3536,QIT-09,Recruitment bias,Only for studies with cluster allocation. Otherwise judged as low risk.,-1,-1
3537,QIT-10,Baseline imbalance,Only for studies with cluster allocation. Otherwise judged as low risk.,-1,-1
3538,QIT-11,Loss of clusters,Only for studies with cluster allocation. Otherwise judged as low risk.,-1,-1
3539,QIT-12,Incorrect analysis,Only for studies with cluster allocation. Otherwise judged as low risk.,-1,-1
3540,QIT-13,Comparability with individually randomised trials,Only for studies with cluster allocation. Otherwise judged as low risk.,-1,-1
3541,QIT-14,Carry-over effect,Only for studies with cross-over design. Otherwise judged as low risk.,-1,-1
3542,QIT-15,Availability of 2-period data,Only for studies with cross-over design. Otherwise judged as low risk.,-1,-1
3543,QIT-16,Incorrect analysis,Only for studies with cross-over design. Otherwise judged as low risk.,-1,-1
3544,QIT-17,Comparability of results with those from parallel-group trials,Only for studies with cross-over design. Otherwise judged as low risk.,-1,-1
3545,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.01,Objective outcomes (e.g. mortality)
3546,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.03,Subjective outcomes (e.g. author defined renal failure)
3547,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Objective outcomes (e.g. mortality)
3548,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Subjective outcomes (e.g. author defined renal failure)
3549,QIT-08,Outcome measures,-1,-1,-1
3550,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,"Subjective outcomes (severe adverse events, moderate adverse events, minor adverse events, pain, patient satisfaction)"
3551,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Objective outcomes (operative time)
3552,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Abstinence measured by urinalysis
3553,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,Abstinence by urinalysis
