index,review_code,title
1275,CD011216,CD011216 v. 3.0 Complementary and alternative therapies for post-caesarean pain
1276,CD011220,CD011220 v. 2.0 Capecitabine for hormone receptor-positive versus hormone receptor-negative breast cancer
1277,CD011227,CD011227 v. 3.0 Non-medical prescribing versus medical prescribing for acute and chronic disease management in prima
1278,CD011230,CD011230 v. 2.3 Systemic safety of bevacizumab versus ranibizumab for neovascular age-related macular degeneration
1279,CD011244,CD011244 v. 3.2 Tobacco packaging design for reducing tobacco use
1280,CD011246,CD011246 v. 3.2 Prevention of depression in adults with long-term physical conditions
1281,CD011248,CD011248 v. 4.0 Breastfeeding for procedural pain in infants beyond the neonatal period
1282,CD011261,CD011261 v. 2.2 Ergonomic interventions for preventing musculoskeletal disorders in dental care practitioners
1283,CD011265,CD011265 v. 2.0 Acetyl-L-carnitine for the treatment of diabetic peripheral neuropathy
1284,CD011272,CD011272 v. 3.165 Rapamycin and rapalogs for tuberous sclerosis complex
1285,CD011277,CD011277 v. 2.0 Alginate dressings for treating pressure ulcers
1286,CD011281,CD011281 v. 2.0 Subcutaneous rapid-acting insulin analogues for diabetic ketoacidosis
1287,CD011283,CD011283 v. 3.0 Processed electroencephalogram and evoked potential techniques for amelioration of postoperative del
1288,CD011285,CD011285 v. 4.11 Exercise-based rehabilitation programmes for pulmonary hypertension
1289,CD011287,CD011287 v. 2.0 Dietary interventions for adult cancer survivors
1290,CD011292,CD011292 v. 2.0 Physical activity for women with breast cancer after adjuvant therapy
1291,CD011296,CD011296 v. 2.0 Sliding scale insulin for non-critically ill hospitalised adults with diabetes mellitus
1292,CD011301,CD011301 v. 3.0 Botulinum toxin type A for facial wrinkles
1293,CD011305,CD011305 v. 2.0 Restrictive versus liberal red blood cell transfusion strategies for people with haematological mali
1294,CD011315,CD011315 v. 2.0 Cognitive-behavioural treatment for amphetamine-type stimulants (ATS)-use disorders
1295,CD011320,CD011320 v. 7.0 Time-lapse systems for embryo incubation and assessment in assisted reproduction
1296,CD011321,CD011321 v. 3.0 Exercise programmes for ankylosing spondylitis
1297,CD011325,CD011325 v. 3.0 Non-pharmacological interventions for cognitive impairment due to systemic cancer treatment
1298,CD011345,CD011345 v. 2.0 Timed intercourse for couples trying to conceive
1299,CD011353,CD011353 v. 3.1 Omega-3 fatty acids for dialysis vascular access outcomes in patients with chronic kidney disease
1300,CD011358,CD011358 v. 3.0 Magnesium for treating sickle cell disease
1301,CD011360,CD011360 v. 2.0 Written information for patients (or parents of child patients) to reduce the use of antibiotics for
1302,CD011365,CD011365 v. 2.0 Tonsillectomy versus tonsillotomy for obstructive sleep-disordered breathing in children
1303,CD011368,CD011368 v. 3.0 Topical azelaic acid salicylic acid nicotinamide sulphur zinc and fruit acid (alpha-hydroxy acid
1304,CD011378,CD011378 v. 2.0 Nutritional interventions for treating foot ulcers in people with diabetes
1305,CD011381,CD011381 v. 2.9 Immunomodulators and immunosuppressants for relapsing-remitting multiple sclerosis a network meta-a
1306,CD011384,CD011384 v. 2.0 Pharmacological interventions for acute pancreatitis
1307,CD011385,CD011385 v. 3.0 Antifibrinolytic therapy for preventing oral bleeding in patients with haemophilia or Von Willebrand
1308,CD011387,CD011387 v. 2.4 Total intravenous anaesthesia versus inhalational anaesthesia for adults undergoing transabdominal r
1309,CD011389,CD011389 v. 3.0 Laparoscopic versus open gastrectomy for gastric cancer
1310,CD011393,CD011393 v. 2.0 Interventions for itch in people with advanced chronic kidney disease
1311,CD011395,CD011395 v. 1.89 PARP (Poly ADP-Ribose Polymerase) inhibitors for locally advanced or metastatic breast cancer
1312,CD011396,CD011396 v. 2.10 Interventions for raising breast cancer awareness in women
1313,CD011400,CD011400 v. 3.0 Food fortification with multiple micronutrients impact on health outcomes in general population
1314,CD011403,CD011403 v. 2.3 Treatment for hepatitis C virus-associated mixed cryoglobulinaemia
1315,CD011423,CD011423 v. 3.0 Autologous platelet concentrates for treating periodontal infrabony defects
1316,CD011424,CD011424 v. 2.149 Endometrial injury for pregnancy following sexual intercourse or intrauterine insemination
1317,CD011425,CD011425 v. 3.0 Computer and mobile technology interventions for self-management in chronic obstructive pulmonary di
1318,CD011426,CD011426 v. 2.2 Topical antibiotics for preventing surgical site infection in wounds healing by primary intention
1319,CD011432,CD011432 v. 2.2 Interventions to increase tuberculosis case detection at primary healthcare or community-level servi
1320,CD011434,CD011434 v. 2.4 Upper limb exercise training for COPD
1321,CD011436,CD011436 v. 5.0 The use of ultrasound guidance for perioperative neuraxial and peripheral nerve blocks in children
1322,CD011437,CD011437 v. 2.0 Long-acting muscarinic antagonists (LAMA) added to inhaled corticosteroids (ICS) versus higher dose 
1323,CD011438,CD011438 v. 3.0 Long-acting muscarinic antagonists (LAMA) added to inhaled corticosteroids (ICS) versus addition of 
1324,CD011444,CD011444 v. 3.0 Mefloquine for preventing malaria in pregnant women
1325,CD011461,CD011461 v. 2.0 Molecular-targeted first-line therapy for advanced gastric cancer
1326,CD011462,CD011462 v. 3.0 Hypofractionation for clinically localized prostate cancer
1327,CD011466,CD011466 v. 1.126 Fluid restriction in the management of transient tachypnea of the newborn
1328,CD011469,CD011469 v. 3.0 Psychological interventions for diabetes-related distress in adults with type 2 diabetes mellitus
1329,CD011478,CD011478 v. 2.0 Type II or type III radical hysterectomy compared to chemoradiotherapy as a primary intervention for
1330,CD011479,CD011479 v. 2.5 Personalised digital interventions for reducing hazardous and harmful alcohol consumption in communi
1331,CD011481,CD011481 v. 2.0 Pharmacological interventions for benzodiazepine discontinuation in chronic benzodiazepine users
1332,CD011491,CD011491 v. 2.2 Oxytocin for preventing postpartum haemorrhage (PPH) in non-facility birth settings
1333,CD011492,CD011492 v. 2.0 Interventions for the treatment of brain radionecrosis after radiotherapy or radiosurgery
1334,CD011497,CD011497 v. 1.79 Physical activity for treatment of irritable bowel syndrome
1335,CD011498,CD011498 v. 2.0 Non-surgical versus surgical treatment for oesophageal cancer
1336,CD011504,CD011504 v. 3.0 Community-level interventions for improving access to food in low- and middle-income countries
1337,CD011505,CD011505 v. 3.0 Oral galactagogues (natural therapies or drugs) for increasing breast milk production in mothers of 
1338,CD011506,CD011506 v. 3.0 Cerebral near-infrared spectroscopy monitoring for prevention of brain injury in very preterm infant
1339,CD011507,CD011507 v. 4.6 Antenatal dietary supplementation with myo-inositol for preventing gestational diabetes
1340,CD011511,CD011511 v. 6.19 Vitamin D for the management of asthma
1341,CD011513,CD011513 v. 2.39 Palliative care interventions in advanced dementia
1342,CD011516,CD011516 v. 5.0 Assessment and support during early labour for improving birth outcomes
1343,CD011518,CD011518 v. 2.2 Mindfulness-based stress reduction for women diagnosed with breast cancer
1344,CD011520,CD011520 v. 2.0 Vortioxetine for depression in adults
1345,CD011522,CD011522 v. 2.0 Pregabalin for decreasing pancreatic pain in chronic pancreatitis
1346,CD011525,CD011525 v. 2.5 Intermittent preventive treatment for malaria in infants
1347,CD011530,CD011530 v. 2.0 Antibiotics for preventing lower respiratory tract infections in high-risk children aged 12 years an
1348,CD011534,CD011534 v. 3.12 Paracetamol (acetaminophen) or non-steroidal anti-inflammatory drugs alone or combined for pain re
1349,CD011535,CD011535 v. 15.18 Systemic pharmacological treatments for chronic plaque psoriasis a network meta-analysis
1350,CD011537,CD011537 v. 5.0 Intrauterine administration of human chorionic gonadotropin (hCG) for subfertile women undergoing as
1351,CD011542,CD011542 v. 2.0 Environmental and behavioural modifications for improving food and fluid intake in people with demen
1352,CD011545,CD011545 v. 1.143 Multi-professional simulation-based team training in obstetric emergencies for improving patient out
1353,CD011546,CD011546 v. 3.0 Pharmacological interventions for cognitive decline in people with Down syndrome
1354,CD011547,CD011547 v. 1.0 Artemisinin-naphthoquine for treating uncomplicated Plasmodium falciparum malaria
1355,CD011552,CD011552 v. 3.0 Interventions for preventing oral mucositis in patients with cancer receiving treatment oral cryoth
1356,CD011556,CD011556 v. 3.13 Strategies to improve smoking cessation rates in primary care
1357,CD011563,CD011563 v. 1.101 Mesh fixation techniques in primary ventral or incisional hernia repair
1358,CD011564,CD011564 v. 3.4 Vitamin D supplementation for chronic liver diseases in adults
1359,CD011565,CD011565 v. 2.0 Therapist-supported Internet cognitive behavioural therapy for anxiety disorders in adults
1360,CD011570,CD011570 v. 1.86 Specific psychological therapiesversus other therapies or no treatment for severe and enduring anor
1361,CD011572,CD011572 v. 2.0 Placebo response and remission rates in randomised trials of induction and maintenance therapy for u
1362,CD011574,CD011574 v. 2.582 Interventions for preventing falls in Parkinson's disease
1363,CD011583,CD011583 v. 2.0 Nut consumption for the primary prevention of cardiovascular disease
1364,CD011585,CD011585 v. 2.31 Rifaximin for prevention and treatment of hepatic encephalopathy in people with cirrhosis
1365,CD011586,CD011586 v. 4.0 Antibiotics and antiseptics for pressure ulcers
1366,CD011589,CD011589 v. 1.249 Routine provision of feedback from patient-reported outcome measurements to healthcare providers and
1367,CD011594,CD011594 v. 2.0 Combined aclidinium bromide and long-acting beta2-agonist for chronic obstructive pulmonary disease 
1368,CD011595,CD011595 v. 2.0 Mosquito repellents for malaria prevention
1369,CD011608,CD011608 v. 2.2 Nerve blocks or no nerve blocks for pain control after elective hip replacement (arthroplasty) surge
1370,CD011611,CD011611 v. 3.14 Ketamine and other glutamate receptor modulators for depression in adults with bipolar disorder
1371,CD011612,CD011612 v. 5.0 Ketamine and other glutamate receptor modulators for depression in adults with unipolar major depres
1372,CD011616,CD011616 v. 2.0 Botulinum toxins for the prevention of migraine in adults
1373,CD011618,CD011618 v. 2.1 Return-to-work coordination programmes for improving return to work in workers on sick leave
1374,CD011620,CD011620 v. 2.0 Education of healthcare professionals for preventing pressure ulcers
1375,CD011621,CD011621 v. 10.4 Personal protective equipment for preventing highly infectious diseases due to exposure to contamina
1376,CD011640,CD011640 v. 3.0 Pharmacological interventions for non-alcohol related fatty liver disease (NAFLD)
1377,CD011646,CD011646 v. 3.0 Pharmacological interventions for alcoholic liver disease (alcohol-related liver disease)
1378,CD011651,CD011651 v. 3.0 School-based self-management interventions for asthma in children and adolescents a mixed methods s
1379,CD011660,CD011660 v. 2.0 Exercise interventions for cerebral palsy
1380,CD011671,CD011671 v. 2.0 Machine perfusion preservation versus static cold storage for deceased donor kidney transplantation
1381,CD011672,CD011672 v. 1.107 Surfactant therapy via thin catheter in preterm infants with or at risk of respiratory distress synd
1382,CD011677,CD011677 v. 3.10 Strategies for enhancing the implementation of school-based policies or practices targeting diet ph
1383,CD011682,CD011682 v. 2.0 Self-management interventions including action plans for exacerbations versus usual care in patients
1384,CD011689,CD011689 v. 3.13 Uterotonic agents for preventing postpartum haemorrhage a network meta-analysis
1385,CD011695,CD011695 v. 4.0 Nutritional interventions for preventing stunting in children (birth to 59 months) living in urban s
1386,CD011710,CD011710 v. 4.5 Internet-based cognitive and behavioural therapies for post-traumatic stress disorder (PTSD) in adul
1387,CD011714,CD011714 v. 2.0 Home telemonitoring and remote feedback between clinic visits for asthma
